id,asset,year,scenario,period_block_start,period_block_end,solution,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
48,hydro_reservoir,2030,0,48,48,,-0.024999999999999925,0.0,0.0
49,hydro_reservoir,2030,0,49,49,,-0.024999999999999925,0.0,0.0
50,hydro_reservoir,2030,0,50,50,,-0.024999999999999925,0.0,0.0
51,hydro_reservoir,2030,0,51,51,,-0.024999999999999925,0.0,0.0
52,hydro_reservoir,2030,0,52,52,,-0.024999999999999925,0.0,0.0
53,hydro_reservoir,2030,0,53,53,,-0.024999999999999925,0.0,0.0
54,hydro_reservoir,2030,0,54,54,,-0.024999999999999925,0.0,0.0
55,hydro_reservoir,2030,0,55,55,,-0.024999999999999925,0.0,0.0
56,hydro_reservoir,2030,0,56,56,,-0.024999999999999925,0.0,0.0
57,hydro_reservoir,2030,0,57,57,,-0.024999999999999925,0.0,0.0
58,hydro_reservoir,2030,0,58,58,,-0.024999999999999925,0.0,0.0
59,hydro_reservoir,2030,0,59,59,,-0.024999999999999925,0.0,0.0
60,hydro_reservoir,2030,0,60,60,,-0.024999999999999925,0.0,0.0
61,hydro_reservoir,2030,0,61,61,,-0.024999999999999925,0.0,0.0
62,hydro_reservoir,2030,0,62,62,,-0.024999999999999925,0.0,0.0
63,hydro_reservoir,2030,0,63,63,,-0.024999999999999925,0.0,0.0
64,hydro_reservoir,2030,0,64,64,,-0.024999999999999925,0.0,0.0
65,hydro_reservoir,2030,0,65,65,,-0.024999999999999925,0.0,0.0
66,hydro_reservoir,2030,0,66,66,,-0.024999999999999925,0.0,0.0
67,hydro_reservoir,2030,0,67,67,,-0.024999999999999925,0.0,0.0
68,hydro_reservoir,2030,0,68,68,,-0.024999999999999925,0.0,0.0
69,hydro_reservoir,2030,0,69,69,,-0.024999999999999925,0.0,0.0
70,hydro_reservoir,2030,0,70,70,,-0.024999999999999925,0.0,0.0
71,hydro_reservoir,2030,0,71,71,,-0.024999999999999925,0.0,0.0
72,hydro_reservoir,2030,0,72,72,,-0.024999999999999925,0.0,0.0
73,hydro_reservoir,2030,0,73,73,,-0.024999999999999925,0.0,0.0
74,hydro_reservoir,2030,0,74,74,,-0.024999999999999925,0.0,0.0
75,hydro_reservoir,2030,0,75,75,,-0.024999999999999925,0.0,0.0
76,hydro_reservoir,2030,0,76,76,,-0.024999999999999925,0.0,0.0
77,hydro_reservoir,2030,0,77,77,,-0.024999999999999925,0.0,0.0
78,hydro_reservoir,2030,0,78,78,,-0.024999999999999925,0.0,0.0
79,hydro_reservoir,2030,0,79,79,,-0.024999999999999925,0.0,0.0
80,hydro_reservoir,2030,0,80,80,,-0.024999999999999925,0.0,0.0
81,hydro_reservoir,2030,0,81,81,,-0.024999999999999925,0.0,0.0
82,hydro_reservoir,2030,0,82,82,,-0.024999999999999925,0.0,0.0
83,hydro_reservoir,2030,0,83,83,,-0.024999999999999925,0.0,0.0
84,hydro_reservoir,2030,0,84,84,,-0.024999999999999925,0.0,0.0
85,hydro_reservoir,2030,0,85,85,,-0.024999999999999925,0.0,0.0
86,hydro_reservoir,2030,0,86,86,,-0.024999999999999925,0.0,0.0
87,hydro_reservoir,2030,0,87,87,,-0.024999999999999925,0.0,0.0
88,hydro_reservoir,2030,0,88,88,,-0.024999999999999925,0.0,0.0
89,hydro_reservoir,2030,0,89,89,,-0.024999999999999925,0.0,0.0
90,hydro_reservoir,2030,0,90,90,,-0.024999999999999925,0.0,0.0
91,hydro_reservoir,2030,0,91,91,,-0.024999999999999925,0.0,0.0
92,hydro_reservoir,2030,0,92,92,,-0.024999999999999925,0.0,0.0
93,hydro_reservoir,2030,0,93,93,,-0.024999999999999925,0.0,0.0
94,hydro_reservoir,2030,0,94,94,,-0.024999999999999925,0.0,0.0
95,hydro_reservoir,2030,0,95,95,,-0.024999999999999925,0.0,0.0
96,hydro_reservoir,2030,0,96,96,,-0.024999999999999925,0.0,0.0
97,hydro_reservoir,2030,0,97,97,,-0.024999999999999925,0.0,0.0
98,hydro_reservoir,2030,0,98,98,,-0.024999999999999925,0.0,0.0
99,hydro_reservoir,2030,0,99,99,,-0.024999999999999925,0.0,0.0
100,hydro_reservoir,2030,0,100,100,,-0.024999999999999925,0.0,0.0
101,hydro_reservoir,2030,0,101,101,,-0.024999999999999925,0.0,0.0
102,hydro_reservoir,2030,0,102,102,,-0.024999999999999925,0.0,0.0
103,hydro_reservoir,2030,0,103,103,,-0.024999999999999925,0.0,0.0
104,hydro_reservoir,2030,0,104,104,,-0.024999999999999925,0.0,0.0
105,hydro_reservoir,2030,0,105,105,,-0.024999999999999925,0.0,0.0
106,hydro_reservoir,2030,0,106,106,,-0.024999999999999925,0.0,0.0
107,hydro_reservoir,2030,0,107,107,,-0.024999999999999925,0.0,0.0
108,hydro_reservoir,2030,0,108,108,,-0.024999999999999925,0.0,0.0
109,hydro_reservoir,2030,0,109,109,,-0.024999999999999925,0.0,0.0
110,hydro_reservoir,2030,0,110,110,,-0.024999999999999925,0.0,0.0
111,hydro_reservoir,2030,0,111,111,,-0.024999999999999925,0.0,0.0
112,hydro_reservoir,2030,0,112,112,,-0.024999999999999925,0.0,0.0
113,hydro_reservoir,2030,0,113,113,,-0.024999999999999925,0.0,0.0
114,hydro_reservoir,2030,0,114,114,,-0.024999999999999925,0.0,0.0
115,hydro_reservoir,2030,0,115,115,,-0.024999999999999925,0.0,0.0
116,hydro_reservoir,2030,0,116,116,,-0.024999999999999925,0.0,0.0
117,hydro_reservoir,2030,0,117,117,,-0.024999999999999925,0.0,0.0
118,hydro_reservoir,2030,0,118,118,,-0.024999999999999925,0.0,0.0
119,hydro_reservoir,2030,0,119,119,,-0.024999999999999925,0.0,0.0
120,hydro_reservoir,2030,0,120,120,,-0.024999999999999925,0.0,0.0
121,hydro_reservoir,2030,0,121,121,,-0.024999999999999925,0.0,0.0
122,hydro_reservoir,2030,0,122,122,,-0.024999999999999925,0.0,0.0
123,hydro_reservoir,2030,0,123,123,,-0.024999999999999925,0.0,0.0
124,hydro_reservoir,2030,0,124,124,,-0.024999999999999925,0.0,0.0
125,hydro_reservoir,2030,0,125,125,,-0.024999999999999925,0.0,0.0
126,hydro_reservoir,2030,0,126,126,,-0.024999999999999925,0.0,0.0
127,hydro_reservoir,2030,0,127,127,,-0.024999999999999925,0.0,0.0
128,hydro_reservoir,2030,0,128,128,,-0.024999999999999925,0.0,0.0
129,hydro_reservoir,2030,0,129,129,,-0.024999999999999925,0.0,0.0
130,hydro_reservoir,2030,0,130,130,,-0.024999999999999925,0.0,0.0
131,hydro_reservoir,2030,0,131,131,,-0.024999999999999925,0.0,0.0
132,hydro_reservoir,2030,0,132,132,,-0.024999999999999925,0.0,0.0
133,hydro_reservoir,2030,0,133,133,,-0.024999999999999925,0.0,0.0
134,hydro_reservoir,2030,0,134,134,,-0.024999999999999925,0.0,0.0
135,hydro_reservoir,2030,0,135,135,,-0.024999999999999925,0.0,0.0
136,hydro_reservoir,2030,0,136,136,,-0.024999999999999925,0.0,0.0
137,hydro_reservoir,2030,0,137,137,,-0.024999999999999925,0.0,0.0
138,hydro_reservoir,2030,0,138,138,,-0.024999999999999925,0.0,0.0
139,hydro_reservoir,2030,0,139,139,,-0.024999999999999925,0.0,0.0
140,hydro_reservoir,2030,0,140,140,,-0.024999999999999925,0.0,0.0
141,hydro_reservoir,2030,0,141,141,,-0.024999999999999925,0.0,0.0
142,hydro_reservoir,2030,0,142,142,,-0.024999999999999925,0.0,0.0
143,hydro_reservoir,2030,0,143,143,,-0.024999999999999925,0.0,0.0
144,hydro_reservoir,2030,0,144,144,,-0.024999999999999925,0.0,0.0
145,hydro_reservoir,2030,0,145,145,,-0.024999999999999925,0.0,0.0
146,hydro_reservoir,2030,0,146,146,,-0.024999999999999925,0.0,0.0
147,hydro_reservoir,2030,0,147,147,,-0.024999999999999925,0.0,0.0
148,hydro_reservoir,2030,0,148,148,,-0.024999999999999925,0.0,0.0
149,hydro_reservoir,2030,0,149,149,,-0.024999999999999925,0.0,0.0
150,hydro_reservoir,2030,0,150,150,,-0.024999999999999925,0.0,0.0
151,hydro_reservoir,2030,0,151,151,,-0.024999999999999925,0.0,0.0
152,hydro_reservoir,2030,0,152,152,,-0.024999999999999925,0.0,0.0
153,hydro_reservoir,2030,0,153,153,,-0.024999999999999925,0.0,0.0
154,hydro_reservoir,2030,0,154,154,,-0.024999999999999925,0.0,0.0
155,hydro_reservoir,2030,0,155,155,,-0.024999999999999925,0.0,0.0
156,hydro_reservoir,2030,0,156,156,,-0.024999999999999925,0.0,0.0
157,hydro_reservoir,2030,0,157,157,,-0.024999999999999925,0.0,0.0
158,hydro_reservoir,2030,0,158,158,,-0.024999999999999925,0.0,0.0
159,hydro_reservoir,2030,0,159,159,,-0.024999999999999925,0.0,0.0
160,hydro_reservoir,2030,0,160,160,,-0.024999999999999925,0.0,0.0
161,hydro_reservoir,2030,0,161,161,,-0.024999999999999925,0.0,0.0
162,hydro_reservoir,2030,0,162,162,,-0.024999999999999925,0.0,0.0
163,hydro_reservoir,2030,0,163,163,,-0.024999999999999925,0.0,0.0
164,hydro_reservoir,2030,0,164,164,,-0.024999999999999925,0.0,0.0
165,hydro_reservoir,2030,0,165,165,,-0.024999999999999925,0.0,0.0
166,hydro_reservoir,2030,0,166,166,,-0.024999999999999925,0.0,0.0
167,hydro_reservoir,2030,0,167,167,,-0.024999999999999925,0.0,0.0
168,hydro_reservoir,2030,0,168,168,,-0.024999999999999925,0.0,0.0
169,hydro_reservoir,2030,0,169,169,,-0.024999999999999925,0.0,0.0
170,hydro_reservoir,2030,0,170,170,,-0.024999999999999925,0.0,0.0
171,hydro_reservoir,2030,0,171,171,,-0.024999999999999925,0.0,0.0
172,hydro_reservoir,2030,0,172,172,,-0.024999999999999925,0.0,0.0
173,hydro_reservoir,2030,0,173,173,,-0.024999999999999925,0.0,0.0
174,hydro_reservoir,2030,0,174,174,,-0.024999999999999925,0.0,0.0
175,hydro_reservoir,2030,0,175,175,,-0.024999999999999925,0.0,0.0
176,hydro_reservoir,2030,0,176,176,,-0.024999999999999925,0.0,0.0
177,hydro_reservoir,2030,0,177,177,,-0.024999999999999925,0.0,0.0
178,hydro_reservoir,2030,0,178,178,,-0.024999999999999925,0.0,0.0
179,hydro_reservoir,2030,0,179,179,,-0.024999999999999925,0.0,0.0
180,hydro_reservoir,2030,0,180,180,,-0.024999999999999925,0.0,0.0
181,hydro_reservoir,2030,0,181,181,,-0.024999999999999925,0.0,0.0
182,hydro_reservoir,2030,0,182,182,,-0.024999999999999925,0.0,0.0
183,hydro_reservoir,2030,0,183,183,,-0.024999999999999925,0.0,0.0
184,hydro_reservoir,2030,0,184,184,,-0.024999999999999925,0.0,0.0
185,hydro_reservoir,2030,0,185,185,,-0.024999999999999925,0.0,0.0
186,hydro_reservoir,2030,0,186,186,,-0.024999999999999925,0.0,0.0
187,hydro_reservoir,2030,0,187,187,,-0.024999999999999925,0.0,0.0
188,hydro_reservoir,2030,0,188,188,,-0.024999999999999925,0.0,0.0
189,hydro_reservoir,2030,0,189,189,,-0.024999999999999925,0.0,0.0
190,hydro_reservoir,2030,0,190,190,,-0.024999999999999925,0.0,0.0
191,hydro_reservoir,2030,0,191,191,,-0.024999999999999925,0.0,0.0
192,hydro_reservoir,2030,0,192,192,,-0.024999999999999925,0.0,0.0
193,hydro_reservoir,2030,0,193,193,,-0.024999999999999925,0.0,0.0
194,hydro_reservoir,2030,0,194,194,,-0.024999999999999925,0.0,0.0
195,hydro_reservoir,2030,0,195,195,,-0.024999999999999925,0.0,0.0
196,hydro_reservoir,2030,0,196,196,,-0.024999999999999925,0.0,0.0
197,hydro_reservoir,2030,0,197,197,,-0.024999999999999925,0.0,0.0
198,hydro_reservoir,2030,0,198,198,,-0.024999999999999925,0.0,0.0
199,hydro_reservoir,2030,0,199,199,,-0.024999999999999925,0.0,0.0
200,hydro_reservoir,2030,0,200,200,,-0.024999999999999925,0.0,0.0
201,hydro_reservoir,2030,0,201,201,,-0.024999999999999925,0.0,0.0
202,hydro_reservoir,2030,0,202,202,,-0.024999999999999925,0.0,0.0
203,hydro_reservoir,2030,0,203,203,,-0.024999999999999925,0.0,0.0
204,hydro_reservoir,2030,0,204,204,,-0.024999999999999925,0.0,0.0
205,hydro_reservoir,2030,0,205,205,,-0.024999999999999925,0.0,0.0
206,hydro_reservoir,2030,0,206,206,,-0.024999999999999925,0.0,0.0
207,hydro_reservoir,2030,0,207,207,,-0.024999999999999925,0.0,0.0
208,hydro_reservoir,2030,0,208,208,,-0.024999999999999925,0.0,0.0
209,hydro_reservoir,2030,0,209,209,,-0.024999999999999925,0.0,0.0
210,hydro_reservoir,2030,0,210,210,,-0.024999999999999925,0.0,0.0
211,hydro_reservoir,2030,0,211,211,,-0.024999999999999925,0.0,0.0
212,hydro_reservoir,2030,0,212,212,,-0.024999999999999925,0.0,0.0
213,hydro_reservoir,2030,0,213,213,,-0.024999999999999925,0.0,0.0
214,hydro_reservoir,2030,0,214,214,,-0.024999999999999925,0.0,0.0
215,hydro_reservoir,2030,0,215,215,,-0.024999999999999925,0.0,0.0
216,hydro_reservoir,2030,0,216,216,,-0.024999999999999925,0.0,0.0
217,hydro_reservoir,2030,0,217,217,,-0.024999999999999925,0.0,0.0
218,hydro_reservoir,2030,0,218,218,,-0.024999999999999925,0.0,0.0
219,hydro_reservoir,2030,0,219,219,,-0.024999999999999925,0.0,0.0
220,hydro_reservoir,2030,0,220,220,,-0.024999999999999925,0.0,0.0
221,hydro_reservoir,2030,0,221,221,,-0.024999999999999925,0.0,0.0
222,hydro_reservoir,2030,0,222,222,,-0.024999999999999925,0.0,0.0
223,hydro_reservoir,2030,0,223,223,,-0.024999999999999925,0.0,0.0
224,hydro_reservoir,2030,0,224,224,,-0.024999999999999925,0.0,0.0
225,hydro_reservoir,2030,0,225,225,,-0.024999999999999925,0.0,0.0
226,hydro_reservoir,2030,0,226,226,,-0.024999999999999925,0.0,0.0
227,hydro_reservoir,2030,0,227,227,,-0.024999999999999925,0.0,0.0
228,hydro_reservoir,2030,0,228,228,,-0.024999999999999925,0.0,0.0
229,hydro_reservoir,2030,0,229,229,,-0.024999999999999925,0.0,0.0
230,hydro_reservoir,2030,0,230,230,,-0.024999999999999925,0.0,0.0
231,hydro_reservoir,2030,0,231,231,,-0.024999999999999925,0.0,0.0
232,hydro_reservoir,2030,0,232,232,,-0.024999999999999925,0.0,0.0
233,hydro_reservoir,2030,0,233,233,,-0.024999999999999925,0.0,0.0
234,hydro_reservoir,2030,0,234,234,,-0.024999999999999925,0.0,0.0
235,hydro_reservoir,2030,0,235,235,,-0.024999999999999925,0.0,0.0
236,hydro_reservoir,2030,0,236,236,,-0.024999999999999925,0.0,0.0
237,hydro_reservoir,2030,0,237,237,,-0.024999999999999925,0.0,0.0
238,hydro_reservoir,2030,0,238,238,,-0.024999999999999925,0.0,0.0
239,hydro_reservoir,2030,0,239,239,,-0.024999999999999925,0.0,0.0
240,hydro_reservoir,2030,0,240,240,,-0.024999999999999925,0.0,0.0
241,hydro_reservoir,2030,0,241,241,,-0.024999999999999925,0.0,0.0
242,hydro_reservoir,2030,0,242,242,,-0.024999999999999925,0.0,0.0
243,hydro_reservoir,2030,0,243,243,,-0.024999999999999925,0.0,0.0
244,hydro_reservoir,2030,0,244,244,,-0.024999999999999925,0.0,0.0
245,hydro_reservoir,2030,0,245,245,,-0.024999999999999925,0.0,0.0
246,hydro_reservoir,2030,0,246,246,,-0.024999999999999925,0.0,0.0
247,hydro_reservoir,2030,0,247,247,,-0.024999999999999925,0.0,0.0
248,hydro_reservoir,2030,0,248,248,,-0.024999999999999925,0.0,0.0
249,hydro_reservoir,2030,0,249,249,,-0.024999999999999925,0.0,0.0
250,hydro_reservoir,2030,0,250,250,,-0.024999999999999925,0.0,0.0
251,hydro_reservoir,2030,0,251,251,,-0.024999999999999925,0.0,0.0
252,hydro_reservoir,2030,0,252,252,,-0.024999999999999925,0.0,0.0
253,hydro_reservoir,2030,0,253,253,,-0.024999999999999925,0.0,0.0
254,hydro_reservoir,2030,0,254,254,,-0.024999999999999925,0.0,0.0
255,hydro_reservoir,2030,0,255,255,,-0.024999999999999925,0.0,0.0
256,hydro_reservoir,2030,0,256,256,,-0.024999999999999925,0.0,0.0
257,hydro_reservoir,2030,0,257,257,,-0.024999999999999925,0.0,0.0
258,hydro_reservoir,2030,0,258,258,,-0.024999999999999925,0.0,0.0
259,hydro_reservoir,2030,0,259,259,,-0.024999999999999925,0.0,0.0
260,hydro_reservoir,2030,0,260,260,,-0.024999999999999925,0.0,0.0
261,hydro_reservoir,2030,0,261,261,,-0.024999999999999925,0.0,0.0
262,hydro_reservoir,2030,0,262,262,,-0.024999999999999925,0.0,0.0
263,hydro_reservoir,2030,0,263,263,,-0.024999999999999925,0.0,0.0
264,hydro_reservoir,2030,0,264,264,,-0.024999999999999925,0.0,0.0
265,hydro_reservoir,2030,0,265,265,,-0.024999999999999925,0.0,0.0
266,hydro_reservoir,2030,0,266,266,,-0.024999999999999925,0.0,0.0
267,hydro_reservoir,2030,0,267,267,,-0.024999999999999925,0.0,0.0
268,hydro_reservoir,2030,0,268,268,,-0.024999999999999925,0.0,0.0
269,hydro_reservoir,2030,0,269,269,,-0.024999999999999925,0.0,0.0
270,hydro_reservoir,2030,0,270,270,,-0.024999999999999925,0.0,0.0
271,hydro_reservoir,2030,0,271,271,,-0.024999999999999925,0.0,0.0
272,hydro_reservoir,2030,0,272,272,,-0.024999999999999925,0.0,0.0
273,hydro_reservoir,2030,0,273,273,,-0.024999999999999925,0.0,0.0
274,hydro_reservoir,2030,0,274,274,,-0.024999999999999925,0.0,0.0
275,hydro_reservoir,2030,0,275,275,,-0.024999999999999925,0.0,0.0
276,hydro_reservoir,2030,0,276,276,,-0.024999999999999925,0.0,0.0
277,hydro_reservoir,2030,0,277,277,,-0.024999999999999925,0.0,0.0
278,hydro_reservoir,2030,0,278,278,,-0.024999999999999925,0.0,0.0
279,hydro_reservoir,2030,0,279,279,,-0.024999999999999925,0.0,0.0
280,hydro_reservoir,2030,0,280,280,,-0.024999999999999925,0.0,0.0
281,hydro_reservoir,2030,0,281,281,,-0.024999999999999925,0.0,0.0
282,hydro_reservoir,2030,0,282,282,,-0.024999999999999925,0.0,0.0
283,hydro_reservoir,2030,0,283,283,,-0.024999999999999925,0.0,0.0
284,hydro_reservoir,2030,0,284,284,,-0.024999999999999925,0.0,0.0
285,hydro_reservoir,2030,0,285,285,,-0.024999999999999925,0.0,0.0
286,hydro_reservoir,2030,0,286,286,,-0.024999999999999925,0.0,0.0
287,hydro_reservoir,2030,0,287,287,,-0.024999999999999925,0.0,0.0
288,hydro_reservoir,2030,0,288,288,,-0.024999999999999925,0.0,0.0
289,hydro_reservoir,2030,0,289,289,,-0.024999999999999925,0.0,0.0
290,hydro_reservoir,2030,0,290,290,,-0.024999999999999925,0.0,0.0
291,hydro_reservoir,2030,0,291,291,,-0.024999999999999925,0.0,0.0
292,hydro_reservoir,2030,0,292,292,,-0.024999999999999925,0.0,0.0
293,hydro_reservoir,2030,0,293,293,,-0.024999999999999925,0.0,0.0
294,hydro_reservoir,2030,0,294,294,,-0.024999999999999925,0.0,0.0
295,hydro_reservoir,2030,0,295,295,,-0.024999999999999925,0.0,0.0
296,hydro_reservoir,2030,0,296,296,,-0.024999999999999925,0.0,0.0
297,hydro_reservoir,2030,0,297,297,,-0.024999999999999925,0.0,0.0
298,hydro_reservoir,2030,0,298,298,,-0.024999999999999925,0.0,0.0
299,hydro_reservoir,2030,0,299,299,,-0.024999999999999925,0.0,0.0
300,hydro_reservoir,2030,0,300,300,,-0.024999999999999925,0.0,0.0
301,hydro_reservoir,2030,0,301,301,,-0.024999999999999925,0.0,0.0
302,hydro_reservoir,2030,0,302,302,,-0.024999999999999925,0.0,0.0
303,hydro_reservoir,2030,0,303,303,,-0.024999999999999925,0.0,0.0
304,hydro_reservoir,2030,0,304,304,,-0.024999999999999925,0.0,0.0
305,hydro_reservoir,2030,0,305,305,,-0.024999999999999925,0.0,0.0
306,hydro_reservoir,2030,0,306,306,,-0.024999999999999925,0.0,0.0
307,hydro_reservoir,2030,0,307,307,,-0.024999999999999925,0.0,0.0
308,hydro_reservoir,2030,0,308,308,,-0.024999999999999925,0.0,0.0
309,hydro_reservoir,2030,0,309,309,,-0.024999999999999925,0.0,0.0
310,hydro_reservoir,2030,0,310,310,,-0.024999999999999925,0.0,0.0
311,hydro_reservoir,2030,0,311,311,,-0.024999999999999925,0.0,0.0
312,hydro_reservoir,2030,0,312,312,,-0.024999999999999925,0.0,0.0
313,hydro_reservoir,2030,0,313,313,,-0.024999999999999925,0.0,0.0
314,hydro_reservoir,2030,0,314,314,,-0.024999999999999925,0.0,0.0
315,hydro_reservoir,2030,0,315,315,,-0.024999999999999925,0.0,0.0
316,hydro_reservoir,2030,0,316,316,,-0.024999999999999925,0.0,0.0
317,hydro_reservoir,2030,0,317,317,,-0.024999999999999925,0.0,0.0
318,hydro_reservoir,2030,0,318,318,,-0.024999999999999925,0.0,0.0
319,hydro_reservoir,2030,0,319,319,,-0.024999999999999925,0.0,0.0
320,hydro_reservoir,2030,0,320,320,,-0.024999999999999925,0.0,0.0
321,hydro_reservoir,2030,0,321,321,,-0.024999999999999925,0.0,0.0
322,hydro_reservoir,2030,0,322,322,,-0.024999999999999925,0.0,0.0
323,hydro_reservoir,2030,0,323,323,,-0.024999999999999925,0.0,0.0
324,hydro_reservoir,2030,0,324,324,,-0.024999999999999925,0.0,0.0
325,hydro_reservoir,2030,0,325,325,,-0.024999999999999925,0.0,0.0
326,hydro_reservoir,2030,0,326,326,,-0.024999999999999925,0.0,0.0
327,hydro_reservoir,2030,0,327,327,,-0.024999999999999925,0.0,0.0
328,hydro_reservoir,2030,0,328,328,,-0.024999999999999925,0.0,0.0
329,hydro_reservoir,2030,0,329,329,,-0.024999999999999925,0.0,0.0
330,hydro_reservoir,2030,0,330,330,,-0.024999999999999925,0.0,0.0
331,hydro_reservoir,2030,0,331,331,,-0.024999999999999925,0.0,0.0
332,hydro_reservoir,2030,0,332,332,,-0.024999999999999925,0.0,0.0
333,hydro_reservoir,2030,0,333,333,,-0.024999999999999925,0.0,0.0
334,hydro_reservoir,2030,0,334,334,,-0.024999999999999925,0.0,0.0
335,hydro_reservoir,2030,0,335,335,,-0.024999999999999925,0.0,0.0
336,hydro_reservoir,2030,0,336,336,,-0.024999999999999925,0.0,0.0
337,hydro_reservoir,2030,0,337,337,,-0.024999999999999925,0.0,0.0
338,hydro_reservoir,2030,0,338,338,,-0.024999999999999925,0.0,0.0
339,hydro_reservoir,2030,0,339,339,,-0.024999999999999925,0.0,0.0
340,hydro_reservoir,2030,0,340,340,,-0.024999999999999925,0.0,0.0
341,hydro_reservoir,2030,0,341,341,,-0.024999999999999925,0.0,0.0
342,hydro_reservoir,2030,0,342,342,,-0.024999999999999925,0.0,0.0
343,hydro_reservoir,2030,0,343,343,,-0.024999999999999925,0.0,0.0
344,hydro_reservoir,2030,0,344,344,,-0.024999999999999925,0.0,0.0
345,hydro_reservoir,2030,0,345,345,,-0.024999999999999925,0.0,0.0
346,hydro_reservoir,2030,0,346,346,,-0.024999999999999925,0.0,0.0
347,hydro_reservoir,2030,0,347,347,,-0.024999999999999925,0.0,0.0
348,hydro_reservoir,2030,0,348,348,,-0.024999999999999925,0.0,0.0
349,hydro_reservoir,2030,0,349,349,,-0.024999999999999925,0.0,0.0
350,hydro_reservoir,2030,0,350,350,,-0.024999999999999925,0.0,0.0
351,hydro_reservoir,2030,0,351,351,,-0.024999999999999925,0.0,0.0
352,hydro_reservoir,2030,0,352,352,,-0.024999999999999925,0.0,0.0
353,hydro_reservoir,2030,0,353,353,,-0.024999999999999925,0.0,0.0
354,hydro_reservoir,2030,0,354,354,,-0.024999999999999925,0.0,0.0
