year,scenario,timestep,wind_onshore,demand
2030,red,84,0.42643345074518463,0.5642520649514163
2030,red,85,0.3930589918472873,0.5885077964157215
2030,red,86,0.45505147376552635,0.541651861616472
2030,red,87,0.4387882421952273,0.6159005509048562
2030,red,88,0.32384155492943173,0.5973201666853871
2030,red,89,0.6890254918456321,0.5922374923561142
2030,red,90,0.5382793527359442,0.5288409141199353
2030,red,91,0.5999163525120678,0.6899468809945625
2030,red,92,0.40469531081619314,0.5011019529762
2030,red,93,0.3993714590062234,0.6393392973766436
2030,red,94,0.47864234005687817,0.5439373776356512
2030,red,95,0.6975864217813562,0.6019830499940865
2030,red,96,0.6387858836992082,0.6102475960337213
2030,red,97,0.5514388364431564,0.5575711417387046
2030,red,98,0.3409046702645453,0.7179607421460428
2030,red,99,0.2658786702816278,0.5293258242943777
2030,red,100,0.32081059643212667,0.6704154648758422
2030,blue,1,0.3,0.75
2030,blue,2,0.3,0.5
2030,blue,3,0.75,0.75
2030,blue,4,0.75,0.5
2030,blue,5,0.6039552325964881,0.5179613671430418
2030,blue,6,0.37175064513776634,0.5031811735467707
2030,blue,7,0.4804370597920773,0.6666743421705217
2030,blue,8,0.3550509703709348,0.7494145524468894
2030,blue,9,0.6996305921131063,0.5595148261715454
2030,blue,10,0.7272458328931743,0.5712089252181105
2030,blue,11,0.4665587207614434,0.698576890523592
2030,blue,12,0.3786023403499177,0.651474961697584
2030,blue,13,0.5659231663084872,0.6984352474742239
2030,blue,14,0.7089383876937355,0.6958588548868982
2030,blue,15,0.45429426175160803,0.5470137285730262
2030,blue,16,0.612769916803197,0.6858184782940839
2030,blue,17,0.4539641258219942,0.615867664331939
2030,blue,18,0.7323415167899495,0.6039709263597781
2030,blue,19,0.3918683571019881,0.5452063462470904
2030,blue,20,0.40707088970050515,0.654535536622683
2030,blue,21,0.6001116162727431,0.6471386478927398
2030,blue,22,0.45136212066684533,0.687075435908103
2030,blue,23,0.334431830795438,0.6502718142367362
2030,blue,24,0.3474524010071542,0.5421180199796192
2030,blue,25,0.4854154700922335,0.501459602532254
2030,blue,26,0.6775881786266398,0.7128473798346433
2030,blue,27,0.4434198877699924,0.5524222208668171
2030,blue,28,0.49144565492951375,0.5211918378840334
2030,blue,29,0.3156091130341475,0.6146919354516052
2030,blue,30,0.6919781770345449,0.5267185637592195
2030,blue,31,0.41862391347500433,0.7172630918291194
2030,blue,32,0.5324964105607426,0.7413017646454046
2030,blue,33,0.6889341241163739,0.5994505638734731
2030,blue,34,0.3873347319619089,0.6015234338046728
2030,blue,35,0.6026961297081554,0.6892692501697879
2030,blue,36,0.6175771954184679,0.733549577286621
2030,blue,37,0.5874004547619962,0.6979713666729808
2030,blue,38,0.44119078286494673,0.6005579404820295
2030,blue,39,0.6547945063813094,0.6330801542970743
2030,blue,40,0.41470136523038936,0.6241632951411323
2030,blue,41,0.67628628058769,0.6328030419523117
2030,blue,42,0.6403164934894379,0.6067041923716553
2030,blue,43,0.4214678590798842,0.7097836670062556
2030,blue,44,0.5247015156238408,0.6294784351558891
2030,blue,45,0.7461060392370121,0.6018095994555374
2030,blue,46,0.6497634868702529,0.7129677362366184
2030,blue,47,0.4289487686435678,0.6107922085266098
2030,blue,48,0.40508410786997473,0.5088131689018043
2030,blue,49,0.7362767603545908,0.6188856017960197
2030,blue,50,0.719442946476001,0.5416662267659206
2030,blue,51,0.7019478994488186,0.6949946758878791
2030,blue,52,0.6613702706499691,0.6337345838913222
2030,blue,53,0.7219165468962596,0.5774429662890344
2030,blue,54,0.5675890869573743,0.5471112790303144
2030,blue,55,0.4177502628296326,0.5808881049194734
2030,blue,56,0.5382453210518093,0.7157763223932502
2030,blue,57,0.6120448568483188,0.591575660040314
2030,blue,58,0.35474711246738405,0.522932268928717
2030,blue,59,0.32226718749137034,0.5257984142363294
2030,blue,60,0.4931785649273488,0.74740791468545
2030,blue,61,0.3942840432802084,0.737973583069966
2030,blue,62,0.5455659109813357,0.5524789811499065
2030,blue,63,0.305993262946255,0.7424915425672365
2030,blue,64,0.6239992853926575,0.510966297209864
2030,blue,65,0.5625263184162861,0.5523616503244045
2030,blue,66,0.418116524826548,0.7294999864821352
2030,blue,67,0.45536068146626973,0.5335794482655903
2030,blue,68,0.6747607743065951,0.739569165213123
2030,blue,69,0.4185035046698203,0.5172092026841484
2030,blue,70,0.45532725216708103,0.5068162847467492
2030,blue,71,0.6654334934886975,0.6835611885226789
2030,blue,72,0.6158029884274341,0.7118766428637402
2030,blue,73,0.45745115658502655,0.7333933743479523
2030,blue,74,0.7180244742547925,0.5456015331035798
2030,blue,75,0.738136293576414,0.56875292412133
2030,blue,76,0.6714484432375325,0.6604219699548536
2030,blue,77,0.4471205317276348,0.6881515295100757
2030,blue,78,0.6792548473712595,0.7429586917892655
2030,blue,79,0.30666321006696634,0.6925858575611638
2030,blue,80,0.5231017016457843,0.6363038857341257
2030,blue,81,0.7355629233562896,0.5172009822879744
2030,blue,82,0.7379587354750845,0.7157283629380847
2030,blue,83,0.35279672777792975,0.611952978535338
2030,blue,84,0.6084213532432501,0.5521561319080717
2030,blue,85,0.5758236361652864,0.5721618954919849
2030,blue,86,0.6127677328362154,0.6514300033661008
2030,blue,87,0.4302524647829049,0.5152959131413423
2030,blue,88,0.4758457697363373,0.7277164337220564
2030,blue,89,0.4784653848455285,0.5175958196779272
2030,blue,90,0.5346670078889977,0.5211030403426075
2030,blue,91,0.6512464980929357,0.546861932335056
2030,blue,92,0.43387009582322,0.5337213272801744
2030,blue,93,0.49923827525224895,0.661775755421254
2030,blue,94,0.39828404182652793,0.5990529791105355
2030,blue,95,0.3888708324889608,0.7464913738788482
2030,blue,96,0.6062563127196576,0.7011079556233472
2030,blue,97,0.6240796880107891,0.5856002704860428
2030,blue,98,0.630237158184265,0.6540506372898
2030,blue,99,0.3386580151372977,0.6682660243493528
2030,blue,100,0.47075400900262343,0.6374499242173447
